2025-04-06 19:37:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 

2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 

2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 

2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 

2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 
2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 

2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 
2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 

2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:40:33 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:40:37 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 
2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 
2025-04-07 03:08:40 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Malware Execution 
2025-04-07 03:08:45 | AUTHENTICATION | User: user1 | IP: 203.0.113.10 | Method: Insider Threat 
2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 

2025-04-06 19:40:41 | AUTHENTICATION | User: support | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:40:44 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: MFA Bypassed 
2025-04-06 19:40:46 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Insider Threat 
2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 
2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 
2025-04-07 03:08:40 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Malware Execution 
2025-04-07 03:08:45 | AUTHENTICATION | User: user1 | IP: 203.0.113.10 | Method: Insider Threat 
2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-07 03:08:51 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: MFA Bypassed 
2025-04-07 03:08:55 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: Cross-Site Scripting (XSS) 
2025-04-07 03:08:59 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Phishing Attempt 

2025-04-06 19:40:49 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Suspicious File Upload 
2025-04-06 19:40:52 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:40:56 | AUTHENTICATION | User: guest | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 
2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 
2025-04-07 03:08:40 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Malware Execution 
2025-04-07 03:08:45 | AUTHENTICATION | User: user1 | IP: 203.0.113.10 | Method: Insider Threat 
2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-07 03:08:51 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: MFA Bypassed 
2025-04-07 03:08:55 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: Cross-Site Scripting (XSS) 
2025-04-07 03:08:59 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Phishing Attempt 
2025-04-07 03:09:01 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-07 03:09:04 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-07 03:09:06 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: Unauthorized Access Attempt 

2025-04-06 19:40:59 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: DDoS Attack 
2025-04-06 19:41:01 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:41:06 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unpatched Vulnerability 
2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 
2025-04-07 03:08:40 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Malware Execution 
2025-04-07 03:08:45 | AUTHENTICATION | User: user1 | IP: 203.0.113.10 | Method: Insider Threat 
2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-07 03:08:51 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: MFA Bypassed 
2025-04-07 03:08:55 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: Cross-Site Scripting (XSS) 
2025-04-07 03:08:59 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Phishing Attempt 
2025-04-07 03:09:01 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-07 03:09:04 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-07 03:09:06 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: Unauthorized Access Attempt 
2025-04-07 03:09:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:14 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-07 03:09:19 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: Unpatched Vulnerability 

2025-04-06 19:41:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:41:14 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-06 19:41:18 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 
2025-04-07 03:08:40 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Malware Execution 
2025-04-07 03:08:45 | AUTHENTICATION | User: user1 | IP: 203.0.113.10 | Method: Insider Threat 
2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-07 03:08:51 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: MFA Bypassed 
2025-04-07 03:08:55 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: Cross-Site Scripting (XSS) 
2025-04-07 03:08:59 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Phishing Attempt 
2025-04-07 03:09:01 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-07 03:09:04 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-07 03:09:06 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: Unauthorized Access Attempt 
2025-04-07 03:09:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:14 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-07 03:09:19 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: Unpatched Vulnerability 
2025-04-07 03:09:22 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Unpatched Vulnerability 
2025-04-07 03:09:26 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:28 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Exploit Attempt 

2025-04-06 19:41:21 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Exploit Attempt 
2025-04-07 03:08:38 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Data Exfiltration 
2025-04-07 03:08:40 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Malware Execution 
2025-04-07 03:08:45 | AUTHENTICATION | User: user1 | IP: 203.0.113.10 | Method: Insider Threat 
2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-07 03:08:51 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: MFA Bypassed 
2025-04-07 03:08:55 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: Cross-Site Scripting (XSS) 
2025-04-07 03:08:59 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Phishing Attempt 
2025-04-07 03:09:01 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-07 03:09:04 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-07 03:09:06 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: Unauthorized Access Attempt 
2025-04-07 03:09:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:14 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-07 03:09:19 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: Unpatched Vulnerability 
2025-04-07 03:09:22 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Unpatched Vulnerability 
2025-04-07 03:09:26 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:28 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Exploit Attempt 
2025-04-07 03:09:30 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-07 03:09:34 | AUTHENTICATION | User: devops | IP: 10.0.0.3 | Method: Ransomware Detected 
2025-04-07 03:09:39 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Insider Threat 

2025-04-07 03:08:48 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-07 03:08:51 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: MFA Bypassed 
2025-04-07 03:08:55 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: Cross-Site Scripting (XSS) 
2025-04-07 03:08:59 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Phishing Attempt 
2025-04-07 03:09:01 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious Network Activity 
2025-04-07 03:09:04 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-07 03:09:06 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: Unauthorized Access Attempt 
2025-04-07 03:09:10 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:14 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Data Exfiltration 
2025-04-07 03:09:19 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: Unpatched Vulnerability 
2025-04-07 03:09:22 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Unpatched Vulnerability 
2025-04-07 03:09:26 | AUTHENTICATION | User: devops | IP: 192.168.1.5 | Method: SQL Injection 
2025-04-07 03:09:28 | AUTHENTICATION | User: root | IP: 203.0.113.10 | Method: Exploit Attempt 
2025-04-07 03:09:30 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-07 03:09:34 | AUTHENTICATION | User: devops | IP: 10.0.0.3 | Method: Ransomware Detected 
